Size_SQFT,Bedrooms,Bathrooms,Age_Years,Distance_Subway_Miles,School_Rating,House_Price_K
855,4,3.5,3,0.25,6,262.98
2086,1,1.0,50,1.63,2,273.6
2773,3,2.1,29,2.98,1,393.75
1987,2,1.4,29,0.59,9,324.06
2537,2,2.2,29,0.13,2,353.95
2310,4,3.0,52,0.1,2,390.48
2304,5,4.0,17,0.17,4,447.99
1937,1,1.5,42,0.1,10,307.11
1370,3,2.7,45,0.59,10,299.82
1427,5,4.0,9,0.53,3,344.16
2525,5,4.0,13,0.18,7,486.04
2111,3,1.8,35,1.58,7,383.84
2016,3,2.0,22,7.23,3,286.77
1845,3,1.6,11,3.47,3,291.08
1916,3,1.5,11,0.44,9,365.27
2728,2,1.5,33,2.2,7,382.66
1898,5,3.9,25,4.14,3,355.51
1295,5,4.0,5,3.55,3,292.52
2546,2,1.2,36,3.24,3,357.23
1977,5,3.5,50,2.32,9,342.45
2118,3,2.7,52,0.52,8,380.08
3064,1,1.0,14,0.13,7,457.33
2087,5,3.8,41,1.0,8,417.44
2273,1,1.4,38,0.1,1,333.04
1392,1,1.0,18,9.73,9,155.68
1968,2,1.3,39,0.67,5,304.54
2465,4,3.6,46,4.77,5,378.86
1166,5,3.0,22,2.23,5,263.17
2220,2,1.1,35,0.79,9,380.68
2160,2,1.1,12,0.19,5,352.57
2124,1,1.1,30,0.41,2,312.44
2722,5,2.9,36,1.68,6,450.57
2300,2,2.1,25,2.66,7,362.57
2986,3,2.2,42,5.83,7,391.42
1503,2,2.0,47,0.21,7,263.17
2181,3,2.9,51,0.25,2,386.35
2150,4,2.6,17,0.1,6,421.94
1458,3,2.3,59,0.45,9,290.93
2673,3,2.1,46,2.58,1,381.79
3494,1,1.0,56,0.33,3,465.18
2089,2,1.2,32,1.19,6,331.55
2403,4,3.6,39,0.89,7,438.87
2150,2,1.4,31,0.59,2,317.78
1671,3,2.1,3,1.44,10,370.82
1007,3,2.8,40,1.05,8,241.15
1676,2,1.9,18,0.61,6,320.47
1264,4,3.1,6,1.75,9,335.57
3122,4,2.8,46,0.49,9,522.35
2030,1,1.5,34,1.55,9,310.81
1892,3,1.7,25,4.73,9,325.65
2633,3,2.8,43,1.96,2,416.56
1426,1,1.1,22,0.81,10,240.68
1639,2,1.0,33,2.06,10,284.08
2140,3,2.3,50,2.49,7,344.45
2717,2,1.0,55,0.59,5,386.01
2401,4,2.8,6,1.83,9,425.65
2248,5,3.9,10,0.85,1,407.38
2146,1,1.0,50,2.56,10,284.17
2340,3,1.1,7,0.53,7,424.24
2220,1,1.0,12,4.17,10,352.54
1482,4,3.1,31,1.28,5,324.04
2127,4,2.8,40,0.65,9,398.03
1455,4,3.0,33,0.82,7,317.59
2148,4,2.9,17,0.64,4,411.59
1811,5,3.2,14,0.24,8,396.85
3623,2,2.5,54,0.11,9,526.12
2076,2,1.7,42,0.58,9,341.98
1257,5,3.5,23,0.92,10,334.08
2019,2,1.1,46,0.67,4,297.75
2411,4,2.8,20,0.1,6,447.29
3104,2,1.3,17,1.3,4,435.98
1746,1,1.0,13,0.23,1,272.7
1150,2,2.1,57,0.36,6,225.28
2590,1,1.0,52,0.19,8,383.88
1271,3,2.3,18,1.1,6,261.94
1838,1,1.1,12,0.15,3,311.22
1945,1,1.0,56,0.44,8,302.26
2058,4,2.7,15,0.9,10,379.83
2513,4,2.2,1,0.28,9,481.35
1689,4,3.8,56,0.89,1,294.01
1935,1,1.0,33,0.63,6,295.46
2091,5,3.5,48,2.96,10,374.66
2189,4,2.7,25,2.38,8,376.21
2158,4,2.5,53,7.41,2,275.8
2361,1,1.0,58,1.13,4,326.63
2606,3,2.1,21,1.28,1,403.84
2335,3,1.8,19,4.4,4,359.56
2372,2,1.1,28,0.77,2,362.8
1150,3,2.6,17,1.22,3,215.77
2130,4,2.8,28,0.71,4,368.89
2387,5,3.1,41,1.18,3,428.34
2537,2,1.5,43,0.13,6,374.53
1684,5,3.4,26,2.3,7,306.76
1704,5,4.0,34,6.33,7,328.89
1755,4,3.8,28,0.1,1,344.49
2421,1,1.0,5,2.42,5,347.31
2720,1,1.0,51,0.42,3,357.93
1855,1,1.0,36,0.33,1,279.34
2644,3,2.2,58,1.77,1,378.87
2174,1,1.4,24,0.1,2,334.4
2025,4,3.0,20,0.93,10,403.02
1973,3,2.4,57,0.1,8,329.77
2547,1,1.0,30,1.21,4,361.67
2295,5,3.4,58,0.93,10,442.86
3465,4,3.3,39,3.71,3,490.06
1588,4,3.2,49,1.91,8,319.52
2410,2,1.6,15,0.2,2,374.81
1782,4,2.0,59,0.66,9,345.84
1578,5,3.4,13,4.02,4,295.03
2093,4,3.1,5,1.94,9,410.16
2182,2,1.5,10,1.35,1,344.5
3850,4,3.4,26,1.23,5,585.44
1989,4,3.4,37,0.76,10,399.44
1421,2,1.7,4,1.32,7,283.14
2263,4,3.4,14,2.22,4,397.21
855,3,2.5,37,0.2,5,205.4
2044,4,2.7,52,5.25,9,337.72
2109,1,1.0,15,0.41,6,327.05
2576,1,1.0,17,0.89,6,394.12
2684,3,3.0,52,0.1,2,401.56
1797,4,2.4,32,1.2,1,313.76
2009,5,2.7,34,0.72,4,386.94
1640,4,4.0,54,0.43,10,344.13
1423,1,1.0,51,6.35,3,97.6
2285,2,1.9,23,0.84,7,359.68
1335,3,2.6,34,0.8,7,247.1
1851,2,2.0,6,0.93,6,337.17
1502,5,4.0,13,0.19,5,357.65
2429,4,3.3,49,0.75,3,396.13
3180,5,2.6,29,0.62,4,512.72
1319,2,1.0,23,0.94,5,246.94
988,4,1.7,14,2.91,4,197.71
2025,5,3.3,12,0.32,3,416.89
2109,1,1.0,18,1.4,2,308.01
2231,1,1.0,28,0.1,5,329.97
1832,3,1.8,21,0.57,2,312.93
1979,1,1.0,1,0.96,2,308.27
2320,1,1.0,38,0.12,2,310.96
2724,2,1.7,12,1.18,2,420.24
926,1,1.1,35,0.56,8,207.03
1878,1,1.0,37,7.4,7,218.77
2228,2,1.8,17,1.5,9,392.96
1549,1,1.0,50,0.42,3,270.62
3138,1,1.3,14,0.16,1,418.32
1718,3,3.2,34,0.1,6,335.63
2075,1,1.0,51,0.14,9,306.37
2433,1,1.3,16,1.71,1,365.13
1745,3,1.6,47,2.9,1,256.76
992,2,1.6,12,0.26,4,211.91
1842,1,1.0,21,0.77,10,316.17
2717,5,4.0,58,0.66,1,461.89
1897,2,1.5,53,1.55,9,313.51
1592,2,1.5,51,0.3,6,280.31
2655,1,1.0,39,4.6,5,354.61
1901,3,2.1,20,1.96,5,344.03
1793,2,1.0,25,4.65,2,256.28
2189,3,2.2,45,0.49,3,351.02
2562,5,3.4,3,1.33,7,449.34
3529,3,1.8,6,1.98,4,529.52
2596,4,2.5,9,1.86,6,437.05
2795,3,1.3,14,0.1,8,482.94
1796,2,1.3,25,9.56,1,152.34
1484,3,2.3,15,3.95,6,279.19
2137,3,2.6,39,0.19,1,351.82
2164,4,2.7,33,1.18,8,401.51
1452,4,3.8,16,0.57,4,332.03
1994,1,1.0,37,3.17,5,271.35
2339,2,1.0,15,1.79,10,382.23
2316,1,1.0,33,0.38,2,349.02
2402,4,4.0,58,0.1,3,414.61
2274,3,2.6,55,0.52,7,389.07
1795,4,2.7,28,0.1,7,362.66
1791,5,4.0,52,0.23,8,377.3
1380,3,1.6,17,1.52,3,259.68
3170,1,1.0,10,2.05,2,406.74
2108,3,1.1,11,0.95,2,328.09
1965,5,4.0,36,1.38,6,383.66
1542,4,2.4,1,0.25,2,297.12
3861,2,1.5,53,0.57,4,527.46
1456,2,1.0,55,1.87,9,229.84
1842,2,1.6,17,0.68,10,344.21
2349,4,3.0,53,0.64,3,389.37
2460,2,1.0,37,0.32,1,328.86
2674,5,3.5,32,1.36,2,453.99
3184,4,3.1,8,2.49,10,530.16
2403,2,1.7,14,0.95,10,377.99
1466,1,1.5,27,0.18,7,260.24
1945,4,3.6,7,2.73,9,391.79
2284,4,2.7,59,0.11,9,401.55
3340,3,1.9,45,0.96,4,480.43
1261,2,1.0,35,0.45,8,250.22
2821,1,1.0,38,4.13,1,331.43
2207,5,4.0,51,2.01,6,391.07
2602,4,2.2,7,1.25,8,443.79
2038,5,3.7,41,1.65,2,356.25
1594,5,3.6,49,1.14,8,367.71
2550,5,3.4,49,0.24,4,445.66
2492,3,1.6,18,1.85,2,387.53
2683,5,2.8,3,1.02,4,470.73
2092,2,1.0,26,1.51,8,336.21
1740,2,1.5,12,0.1,4,309.59
1164,1,1.0,37,0.23,8,235.52
2591,1,1.6,20,1.34,7,412.96
2354,5,3.9,25,0.92,5,433.63
1520,5,4.0,44,0.39,8,347.28
1776,3,3.1,57,0.41,2,295.14
1819,5,3.9,22,1.5,3,373.25
1210,5,4.0,53,0.1,4,293.65
1609,5,3.6,29,0.85,10,369.32
1419,4,3.4,30,1.11,5,317.18
1852,4,3.1,30,0.55,5,365.44
1656,3,2.1,15,2.58,1,265.33
1123,3,3.0,51,0.1,1,222.98
3313,2,1.0,58,3.01,1,407.43
2851,3,1.8,41,1.93,5,409.44
1632,2,2.1,40,0.89,2,260.89
2263,5,4.0,6,3.87,3,417.4
2350,3,2.3,16,1.82,8,421.87
2814,3,2.4,23,4.01,10,453.92
1608,3,2.5,19,0.96,8,338.03
2755,2,1.7,38,0.9,10,439.49
1771,2,1.6,26,1.13,2,275.11
1298,1,1.0,1,0.1,8,277.26
2534,2,2.1,59,3.59,9,335.2
2874,2,1.4,50,1.65,10,419.02
3652,4,2.5,0,1.44,10,622.6
1380,3,2.3,33,3.91,6,232.86
2519,2,1.7,26,7.59,1,302.09
1854,3,2.4,36,0.27,3,319.04
2570,3,2.7,49,2.07,5,399.57
1217,4,2.8,5,1.3,3,256.41
1342,3,2.2,37,0.93,3,271.43
1634,2,1.1,53,5.7,9,204.61
2147,3,2.4,59,2.85,5,299.88
1715,1,1.0,26,1.79,8,296.84
2495,1,1.0,47,0.72,7,363.13
2716,4,3.5,15,1.65,4,454.6
2459,2,1.6,34,1.14,3,388.83
3071,4,3.7,26,0.43,3,515.56
2349,1,1.3,34,0.9,2,325.22
1369,2,1.6,57,0.36,5,233.47
2918,3,2.4,54,1.04,2,439.58
1736,2,1.4,35,1.91,2,247.05
2646,5,4.0,37,0.1,4,493.4
3044,2,1.7,27,2.17,6,437.96
2374,3,2.7,55,0.1,6,378.61
1202,5,3.4,2,1.09,8,344.87
1549,4,2.3,56,1.28,6,299.77
2893,2,1.8,40,2.15,6,390.81
1998,4,3.4,30,2.15,4,352.46
2147,2,1.5,2,0.81,5,349.83
2555,1,1.0,37,0.1,7,397.77
2517,1,1.0,52,1.77,10,390.04
2267,3,2.7,51,1.07,9,393.46
1974,1,1.3,23,0.61,4,297.89
1912,5,4.0,25,0.4,10,433.02
2614,5,3.8,40,0.19,1,446.72
2432,2,2.1,46,0.52,6,378.65
1945,4,2.4,27,0.92,2,337.55
2749,5,4.0,8,0.97,7,513.39
2022,2,1.9,36,1.31,6,326.11
1589,4,3.3,52,0.68,9,292.91
1644,1,1.0,26,3.79,6,236.5
1512,2,1.6,47,1.03,6,255.54
1936,4,2.9,2,0.83,4,385.07
2840,3,1.3,40,0.1,9,430.53
1616,3,1.7,48,1.37,3,273.86
2213,5,4.0,27,1.39,1,397.78
1705,4,2.8,31,1.31,10,359.59
1943,3,2.8,34,3.28,8,305.28
1193,5,4.0,6,2.16,8,299.05
1967,2,1.8,6,3.03,1,269.83
1983,2,1.2,20,0.1,9,360.05
2424,4,3.5,31,0.57,2,409.03
2233,4,3.1,37,0.58,6,400.41
1380,4,3.0,19,1.61,9,295.37
2750,4,2.5,7,0.89,6,460.6
2226,3,2.0,3,2.25,7,350.25
2219,3,1.8,25,0.73,9,375.37
2094,5,4.0,14,0.38,5,415.88
1789,3,3.0,5,0.52,1,325.56
2230,2,2.0,47,0.3,9,370.44
2385,5,3.8,31,0.33,10,481.9
1051,3,2.1,4,0.37,7,259.29
1776,4,3.2,43,0.1,8,366.94
1947,3,2.0,45,1.89,2,311.65
2253,1,1.0,57,0.77,5,332.91
2815,5,3.3,5,0.1,8,538.07
1636,3,2.6,2,0.69,7,343.62
1801,3,2.6,28,3.54,7,291.11
1792,2,2.0,18,1.07,4,311.9
1619,4,3.3,9,6.49,2,256.62
1891,4,3.2,6,1.16,10,420.87
2562,2,1.0,44,4.94,3,319.42
1467,2,1.0,0,0.34,9,304.67
2356,1,1.0,0,0.51,4,392.88
1078,5,4.0,16,1.81,1,257.76
1763,4,2.9,21,6.49,10,305.81
1902,2,1.5,35,2.62,4,314.01
3104,2,1.5,13,1.21,8,486.66
1935,5,2.8,5,0.13,8,436.49
779,2,1.6,29,0.68,10,230.71
900,1,1.0,45,0.14,10,187.18
2120,5,4.0,46,0.56,2,399.57
2468,1,1.0,32,0.45,10,385.21
2325,3,2.2,19,0.74,4,422.58
2200,4,2.9,15,2.72,7,415.04
2797,2,1.3,3,0.24,8,474.5
1776,5,3.1,33,0.55,1,356.84
2636,1,1.2,0,0.45,8,417.55
1120,4,2.7,12,0.53,1,286.34
1557,4,2.8,47,0.67,6,295.63
1015,2,1.5,7,0.42,5,237.36
1935,4,2.4,21,4.29,10,337.27
2072,2,1.3,3,0.82,7,377.37
2168,3,3.2,33,0.18,6,414.81
2137,2,1.7,59,0.95,10,351.68
1543,1,1.0,44,0.31,1,231.07
1985,4,2.0,36,0.37,6,363.42
1201,4,3.5,56,0.5,3,254.85
2917,4,2.5,22,0.2,6,490.12
1917,2,1.2,19,1.92,7,343.45
1806,5,3.5,52,2.35,6,348.85
3053,2,1.0,23,0.75,9,468.77
1354,1,1.0,26,1.75,9,241.64
1424,2,1.2,12,0.74,8,328.23
1442,4,3.3,4,0.27,5,338.73
2059,3,2.3,15,0.76,10,415.8
2358,1,1.5,59,1.22,3,307.57
2543,3,3.0,37,0.1,4,426.56
3643,1,1.0,47,1.59,10,496.09
750,1,1.0,28,2.04,8,150.18
2465,4,4.0,25,2.95,9,447.35
1765,2,1.0,21,0.16,8,309.7
1748,4,3.4,23,0.1,10,366.3
1728,4,3.3,12,0.11,3,364.69
1554,4,2.6,42,3.87,7,270.23
3110,3,1.8,20,2.18,8,479.98
2605,1,1.7,0,2.71,3,350.15
2113,5,4.0,3,1.09,1,389.13
2910,2,1.7,2,1.12,7,469.52
1192,4,2.3,49,0.53,3,242.01
1301,1,1.4,22,2.77,1,202.93
793,2,1.0,15,2.66,7,162.82
1680,5,4.0,44,0.75,7,354.99
2197,5,2.9,12,0.6,4,421.55
2161,4,3.0,38,2.01,2,351.81
2189,5,4.0,30,0.1,10,461.52
1253,5,2.3,23,2.95,5,253.33
2581,2,1.2,46,0.89,9,407.07
2243,2,1.6,57,0.87,6,356.26
2539,4,2.8,14,1.66,10,449.32
964,1,1.0,4,1.56,9,219.85
2286,4,2.9,48,0.46,1,379.82
1387,3,2.8,21,4.3,2,239.86
1861,5,4.0,21,6.44,6,324.35
2420,1,1.1,10,1.12,3,381.31
2154,2,2.3,23,1.24,2,369.98
1589,3,2.0,44,1.21,6,295.32
2103,3,2.5,9,1.0,7,392.99
1181,5,3.2,46,4.36,4,229.87
2790,2,3.0,33,0.42,10,443.66
1976,1,1.0,10,0.17,9,325.75
2771,2,1.9,56,3.98,3,336.68
1784,5,2.9,42,0.36,2,344.16
1785,3,2.6,28,2.07,5,310.12
1641,5,3.8,21,0.34,9,406.98
2625,4,3.2,32,4.84,1,340.88
1674,3,2.3,56,2.35,6,276.54
2486,5,3.7,7,3.76,8,456.13
1870,1,1.0,57,4.52,7,248.05
914,1,1.0,48,0.13,6,176.89
1757,1,1.5,31,0.85,3,276.38
1392,4,2.8,39,1.57,9,302.75
2120,2,2.6,44,2.43,5,327.64
1385,1,1.0,22,0.41,1,223.43
2655,4,3.7,4,3.69,9,494.92
2045,1,1.3,30,0.37,10,353.62
1993,4,2.2,28,3.02,9,360.57
2493,1,1.0,5,1.08,1,351.21
2678,2,1.2,51,1.09,7,389.43
2087,5,3.0,24,0.7,9,445.57
1637,1,1.0,24,0.16,2,223.03
1035,5,3.8,30,0.64,10,306.45
1688,1,1.1,57,0.83,6,252.62
1729,2,1.6,13,0.98,10,338.93
2164,5,3.8,16,2.02,1,394.7
1892,4,3.5,15,0.65,3,390.08
2512,1,1.2,27,0.78,5,374.01
1732,1,1.7,8,3.55,7,274.92
2065,4,3.1,50,2.09,5,363.03
2810,2,1.0,59,0.1,8,441.84
2305,3,2.5,1,2.51,5,401.02
2063,1,1.9,3,6.9,6,291.66
1738,4,3.5,19,4.21,2,294.63
1720,3,2.9,40,2.71,5,292.75
1589,1,1.0,35,1.49,7,277.19
1775,5,4.0,36,0.49,1,356.28
2553,4,3.7,5,1.59,10,476.65
1966,5,3.6,51,1.78,9,380.3
1290,2,1.2,0,0.5,9,301.42
3160,3,2.5,44,0.44,8,515.69
2291,4,3.5,49,0.76,9,404.1
1255,1,1.0,2,1.54,5,236.09
1834,1,1.0,51,0.52,7,283.03
2166,3,1.3,36,1.22,1,328.6
3122,5,3.7,44,3.44,7,515.18
1435,5,4.0,41,0.52,9,339.56
2685,4,2.7,57,5.07,3,359.19
2939,4,2.9,2,0.96,9,511.4
1722,5,4.0,42,0.16,5,358.6
1933,4,3.5,32,0.1,9,384.19
1478,5,4.0,58,0.62,8,315.57
1977,3,2.3,58,0.45,7,325.21
2078,4,3.3,14,2.78,10,385.3
2495,5,4.0,55,2.01,6,415.0
2754,4,2.6,55,3.24,2,399.62
1651,1,1.0,3,1.33,7,260.32
919,1,1.0,14,0.86,2,163.33
2087,2,2.2,6,0.47,6,370.49
2276,5,4.0,46,1.31,6,432.82
2249,2,1.5,3,1.44,9,386.55
1903,5,4.0,2,0.75,10,430.6
2174,4,2.9,22,4.14,4,351.42
3009,5,3.9,13,1.53,9,513.97
2329,1,1.0,5,2.73,2,337.67
1875,4,3.5,32,1.45,5,361.34
1799,1,1.0,8,0.57,3,304.95
1998,4,2.6,11,2.0,6,410.54
3082,5,3.8,49,0.39,2,479.46
1990,5,4.0,34,1.36,10,387.94
2088,1,1.0,52,0.77,9,330.3
1810,3,2.0,30,0.24,4,320.29
2759,5,3.3,50,0.8,7,459.75
3275,3,1.4,2,0.56,5,514.58
2370,4,2.8,55,0.18,8,407.03
2149,3,2.2,45,2.6,4,353.58
2122,1,1.0,35,1.04,7,358.15
669,2,1.0,12,0.64,5,153.54
2547,2,1.8,12,1.05,3,374.25
2180,1,1.0,57,2.11,8,294.38
2357,2,1.2,33,0.1,6,366.9
1673,1,1.4,20,1.19,4,257.9
1869,5,2.5,33,0.98,9,378.26
1853,3,1.6,41,3.35,9,298.66
2712,2,1.5,42,1.22,2,362.04
1872,5,3.7,27,0.22,10,397.07
3349,2,1.0,55,0.74,9,507.29
2358,4,2.8,46,1.46,4,381.39
1334,1,1.2,34,0.1,9,247.62
2022,1,1.0,13,3.24,10,295.66
1708,5,4.0,17,0.11,8,388.27
783,4,2.6,18,0.1,10,278.82
3059,3,1.3,18,0.1,3,483.5
2521,4,3.4,32,1.73,10,462.47
2419,4,3.1,50,0.91,7,397.38
2199,3,1.5,34,0.16,2,336.46
1270,3,2.0,19,2.91,2,244.39
1809,4,3.9,28,0.34,4,372.1
2605,2,1.8,7,0.59,10,444.02
1469,2,2.1,24,0.29,7,302.39
580,4,2.4,16,3.92,4,145.82
1963,2,2.1,0,2.13,2,302.44
2014,3,1.5,37,1.93,2,284.76
2181,3,1.6,48,0.1,5,363.58
2537,2,1.9,59,1.11,3,361.19
2482,3,1.6,52,1.29,3,359.05
2255,1,1.5,29,0.72,1,312.05
2817,3,1.6,27,0.58,3,471.71
1188,4,2.5,32,2.87,4,233.76
2402,5,4.0,12,0.1,6,493.35
2475,2,1.2,23,1.47,6,380.84
1356,2,1.9,43,0.75,5,235.82
1198,3,1.7,36,1.64,4,248.51
1652,3,2.1,21,0.33,6,335.37
1703,5,4.0,51,0.41,5,348.3
2552,5,3.3,12,1.33,10,505.74
1731,4,3.5,39,5.86,1,294.0
1586,1,1.0,11,5.51,2,189.38
1733,4,3.1,56,0.43,9,351.08
2771,2,1.0,40,0.16,10,432.46
2107,3,1.9,48,1.34,4,318.46
1992,4,2.6,45,0.82,6,344.86
2033,3,1.9,6,2.15,5,376.35
2875,3,3.0,35,1.13,2,411.14
1650,4,3.6,28,1.07,1,321.42
2889,4,3.2,28,1.56,1,440.22
2226,5,3.4,25,0.2,1,435.31
2003,1,1.0,26,1.7,6,300.2
3600,5,3.3,23,1.01,10,604.14
1466,1,1.0,30,2.57,7,254.66
1887,4,3.1,6,0.22,7,408.2
1360,1,1.1,16,0.54,9,273.34
2671,2,1.5,48,4.5,3,350.25
3113,5,4.0,32,1.21,9,527.28
3101,5,4.0,33,3.97,1,479.27
2834,5,3.6,57,1.75,2,441.51
1981,3,2.8,17,3.91,7,340.61
1880,3,1.8,40,0.57,2,317.09
1097,4,3.3,4,0.14,10,303.11
3321,4,3.0,0,2.43,4,538.32
2381,3,2.3,6,2.45,2,376.79
1804,5,3.6,57,1.45,2,306.02
2896,3,2.9,33,1.3,1,432.43
1516,1,1.0,2,3.7,9,256.31
2343,5,4.0,35,0.29,10,473.69
1996,3,2.9,34,1.44,3,298.29
2483,4,3.2,50,0.1,1,409.61
2061,3,2.1,56,0.23,10,358.21
1229,2,1.1,11,0.86,6,261.53
2145,3,1.3,14,2.58,8,363.23
2729,5,4.0,3,1.98,7,496.34
2082,3,1.7,55,5.48,7,284.5
2565,4,2.5,32,0.1,2,431.01
1472,1,1.0,15,0.72,4,264.7
2084,2,1.3,28,0.26,6,334.23
1725,5,3.9,5,0.1,2,370.68
2548,4,3.2,48,0.46,5,450.9
2118,2,2.3,36,0.42,5,343.0
2514,3,2.3,22,0.82,3,412.79
2752,2,1.2,12,0.23,2,401.49
2514,1,1.0,43,1.01,7,339.61
2263,2,1.2,0,3.79,8,342.58
1501,2,2.4,56,2.07,4,224.16
2098,3,2.4,11,2.77,4,364.36
1780,3,2.5,26,2.45,9,345.66
1893,5,4.0,24,0.74,4,355.26
1875,3,1.8,21,1.85,10,340.9
1512,2,1.0,33,2.11,3,245.25
925,1,1.0,17,0.35,1,171.75
1699,3,1.5,40,2.95,3,284.04
2216,5,3.5,15,0.92,5,438.01
1291,5,2.7,28,0.1,2,289.32
2109,2,1.0,29,1.55,5,323.69
3240,3,2.9,29,1.69,9,513.44
2713,3,2.5,19,1.2,10,453.33
3086,5,4.0,46,0.36,6,538.33
2334,3,2.2,21,0.99,3,394.65
2800,2,1.5,41,0.77,5,420.88
1665,1,1.0,33,5.51,1,190.94
1713,2,3.3,3,2.61,8,309.59
500,3,2.8,49,2.15,9,170.53
2811,2,1.1,30,0.3,5,427.74
3024,4,3.2,50,0.6,9,532.7
1768,4,3.1,49,0.72,8,325.98
1947,3,2.6,13,1.02,8,361.25
1647,3,3.2,7,0.1,2,304.12
2329,1,1.0,36,1.35,5,331.3
2774,2,1.3,4,0.66,8,428.71
1054,1,1.7,7,1.24,3,220.86
2345,3,1.6,10,0.1,1,404.66
1933,3,2.1,55,0.58,4,314.71
2168,5,4.0,28,2.2,4,381.21
2375,1,1.0,54,1.04,10,331.47
1987,3,2.2,20,2.33,4,320.89
2037,4,2.6,38,1.8,4,357.91
1971,5,3.7,12,2.9,9,387.45
2682,2,1.2,48,0.1,1,407.89
2351,5,3.8,18,0.45,9,492.66
2232,2,1.3,2,1.19,7,379.97
1337,4,3.7,33,4.25,5,248.21
1872,2,1.7,37,1.71,2,273.11
2639,1,1.1,18,0.91,10,441.3
2122,2,1.6,31,0.21,10,363.55
2495,2,1.3,46,1.02,10,407.47
3159,5,3.9,35,0.87,4,525.04
2723,4,3.1,50,2.26,4,431.36
2155,2,1.0,38,0.8,4,316.4
1793,1,1.0,51,0.58,2,247.5
567,5,4.0,52,0.14,8,229.49
1998,4,2.6,13,0.1,4,374.81
1904,4,3.4,6,0.87,9,421.06
2334,3,2.4,19,0.64,2,374.77
2007,1,1.0,31,1.22,7,302.88
1907,5,4.0,45,1.87,5,380.91
1032,5,3.6,53,0.1,5,283.76
1536,1,1.0,56,1.03,7,261.0
2385,4,2.9,30,2.97,4,357.05
3129,2,1.8,21,0.91,3,463.83
2041,1,1.4,4,1.1,9,353.87
2296,5,3.5,30,1.0,3,406.17
2671,1,1.2,14,0.74,5,407.35
1613,4,2.9,43,0.18,2,301.29
2320,3,2.1,16,0.2,7,416.61
1655,3,2.1,55,0.3,7,353.16
2618,2,1.0,52,2.36,5,364.11
2190,2,1.8,36,0.48,8,371.69
2279,4,3.1,18,4.44,9,404.15
1630,2,1.6,9,2.49,4,277.25
2524,3,3.0,43,1.73,2,366.27
3350,4,3.8,33,1.91,2,486.06
1495,4,3.7,48,0.1,4,306.39
1896,4,2.9,24,1.26,6,358.18
2238,1,1.0,36,4.25,6,264.46
2571,2,1.0,57,0.1,2,386.26
1764,5,3.8,27,0.52,1,353.53
500,3,2.3,14,0.1,2,197.19
2915,2,1.8,19,1.27,8,424.0
2556,3,1.7,54,0.19,5,420.21
1054,2,1.3,12,0.98,3,205.88
1735,5,2.9,19,1.91,9,388.03
3040,3,1.9,42,0.27,7,480.3
2968,5,4.0,30,2.11,8,518.7
2663,3,1.7,17,0.1,6,453.6
1994,1,1.6,40,0.24,7,314.03
2149,1,1.3,47,0.49,3,297.76
2021,3,2.5,55,2.39,1,289.53
2776,3,2.9,27,2.85,1,384.39
1574,5,3.7,46,0.37,1,307.45
1616,4,2.6,3,0.15,7,350.32
2706,3,2.2,23,2.83,2,377.0
2073,2,1.0,43,1.57,6,322.42
2927,2,2.1,44,0.26,1,419.07
1697,2,1.3,8,1.22,10,329.26
2067,1,1.0,46,3.09,8,299.66
1546,5,3.4,49,0.11,5,325.52
2104,1,1.0,51,0.13,9,316.08
1212,2,1.6,31,0.48,3,230.55
1807,3,2.2,58,1.58,2,234.64
1238,2,1.4,31,0.29,8,252.64
2516,3,2.5,53,2.54,5,385.53
2529,5,3.2,38,2.08,1,425.91
1061,4,3.1,20,1.23,6,259.66
2900,3,2.1,57,0.19,3,397.6
3598,1,1.0,43,6.66,8,392.97
2127,2,1.0,41,1.01,6,339.96
1715,2,1.1,38,0.9,2,260.3
3794,2,2.3,45,8.13,6,485.07
1308,3,2.5,26,2.99,3,214.17
2112,5,3.9,46,0.91,7,409.81
2207,3,2.0,35,0.81,1,372.1
2907,1,1.0,7,0.15,1,424.53
2315,2,1.0,18,3.92,10,332.63
1800,3,2.1,28,2.78,4,337.87
1529,2,2.2,18,0.56,7,323.14
1894,1,1.0,4,2.1,4,290.59
1495,4,2.7,21,2.16,9,331.09
2128,4,3.5,34,0.39,8,421.03
1761,4,3.5,9,1.43,5,366.69
1203,2,1.1,14,0.44,1,203.2
2853,3,2.8,1,2.34,3,456.35
1801,2,1.3,52,0.25,8,326.47
1339,5,3.2,41,1.66,7,307.57
1999,3,3.0,21,0.59,8,386.94
2141,1,1.0,47,0.1,1,290.07
1052,4,2.9,34,0.2,2,232.12
2298,3,2.3,38,1.6,10,370.74
1471,3,1.8,18,0.41,7,316.63
3126,4,2.7,46,1.5,5,479.13
2414,1,1.5,11,0.8,5,356.16
1860,2,2.4,33,1.77,10,344.21
1652,2,1.0,44,1.02,9,277.12
2037,3,2.1,57,0.55,1,300.33
2467,4,3.0,19,0.24,5,435.64
2084,5,3.9,50,0.63,7,398.76
1969,1,1.0,6,1.51,5,320.3
2135,2,1.8,23,2.02,10,348.39
1737,1,1.1,2,0.26,7,329.93
1894,1,1.2,5,1.64,1,292.91
848,1,1.1,32,0.3,5,165.95
2684,4,3.0,52,0.38,6,443.6
2279,4,3.5,33,1.14,6,402.13
1635,4,3.3,32,0.51,4,328.55
3239,3,1.5,28,1.63,5,504.6
2152,4,2.3,22,4.68,8,351.04
